Domain,Region,Element Code,Element,Item,Year,Unit,Flag,Flag Description,Area,Co2 Emissions,Temperature,Yield
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Singapore,1140.98,0.73,1236638
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Singapore,483.5173,0.694,1373225
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Singapore,503.5461,0.571,1423860
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Singapore,622.6091,1.022,1486071
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Singapore,671.7142,1.256,1378392
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Singapore,688.8483,0.842,1415971
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Singapore,655.2442,1.177,1336542
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Singapore,656.0677,1.194,1402663
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Singapore,612.3331,1.194,1384886
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Singapore,566.3435,1.459,1358233
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Singapore,571.0027,1.889,1344352
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Singapore,541.0371,1.385,1370596
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Singapore,532.4314,1.375,1369908
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Singapore,516.4511,2.042,1372100
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Saudi Arabia,11731.8196,-0.007,2616246
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Saudi Arabia,12765.4865,0.305,2457714
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Saudi Arabia,12828.5045,-1.04,2282641
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Saudi Arabia,12414.5647,-0.231,2354683
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Saudi Arabia,13262.902,0.596,2337657
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Saudi Arabia,12518.5073,0.138,2368044
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Saudi Arabia,10310.878,0.525,2349044
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Saudi Arabia,9968.8948,-0.047,2271389
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Saudi Arabia,10316.7037,0.97,2381932
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Saudi Arabia,10291.8727,1.442,2956715
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Saudi Arabia,8849.841,0.712,3007288
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Saudi Arabia,9535.7212,0.833,2881539
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Saudi Arabia,10740.6927,1.035,2921763
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Saudi Arabia,11393.4794,0.927,2989119
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Saudi Arabia,10927.1464,0.922,3381340
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Saudi Arabia,11232.6464,0.483,3310950
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Saudi Arabia,12032.3142,1.136,3395575
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Saudi Arabia,13466.1635,0.642,3306318
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Saudi Arabia,14791.2757,0.845,3547604
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Saudi Arabia,13926.2021,0.936,3428434
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Saudi Arabia,14721.6785,2.058,3400063
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Saudi Arabia,15048.6275,0.777,3389922
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Saudi Arabia,15245.168,1.162,3439173
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Saudi Arabia,14545.1616,1.151,3569612
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Saudi Arabia,14800.5857,1.218,3256015
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Saudi Arabia,15818.0977,1.856,3069847
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Saudi Arabia,13906.6769,1.508,3084920
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Saudi Arabia,11245.536,1.753,3135648
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Saudi Arabia,11878.1007,1.864,3264841
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Saudi Arabia,11293.6037,1.778,3617286
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Philippines,810.8935,0.42,4818129
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Philippines,671.9333,0.378,5016714
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Philippines,737.1253,0.407,5034375
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Philippines,795.7561,0.375,5045468
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Philippines,818.1195,0.47,5044977
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Philippines,852.9884,0.492,4900931
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Philippines,928.6758,0.377,4929887
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Philippines,931.818,0.461,4877651
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Philippines,1110.4689,1.265,4682975
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Philippines,1124.7979,0.508,4605176
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Philippines,954.3161,0.642,4601992
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Philippines,882.3981,0.738,4634670
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Philippines,946.4087,0.64,4668928
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Philippines,1112.7747,0.688,4782643
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Philippines,1072.0202,0.59,4878383
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Philippines,537.7241,0.681,4859812
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Philippines,814.8363,0.731,4857445
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Philippines,694.3785,0.825,4929011
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Philippines,849.5566,0.509,5032801
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Philippines,1195.6271,0.665,4839935
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Philippines,721.1829,0.969,4790057
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Philippines,625.9865,0.545,4863600
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Philippines,608.6256,0.828,4865439
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Philippines,634.6369,0.904,4850925
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Philippines,581.7778,0.783,5211209
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Philippines,652.7555,1.056,5185608
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Philippines,770.2854,1.495,5063568
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Philippines,973.5427,1.199,5219549
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Philippines,709.2443,1.22,5089907
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Philippines,734.7376,1.325,5078467
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Pakistan,2418.7661,0.385,5021844
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Pakistan,2248.5053,-0.258,5038243
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Pakistan,2141.1563,-0.362,5153178
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Pakistan,2134.4953,0.466,4985576
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Pakistan,2276.0812,0.212,5266562
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Pakistan,2006.2744,-0.051,5319906
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Pakistan,1968.1033,-0.08,5361701
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Pakistan,1915.6839,-0.364,5323005
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Pakistan,1732.0578,0.454,5331013
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Pakistan,1756.0812,0.847,5088211
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Pakistan,1816.8796,0.714,4959741
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Pakistan,1677.1644,0.803,4822700
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Pakistan,1622.1855,1.019,4754417
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Pakistan,1818.7689,0.534,4868830
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Pakistan,1895.2773,0.997,5019011
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Pakistan,1863.8994,0.174,5103866
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Pakistan,2023.12,0.955,4864579
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Pakistan,2396.7016,0.654,4997898
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Pakistan,1779.7667,0.339,5037080
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Pakistan,1751.741,1.025,5051915
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Pakistan,1507.2083,1.28,4729873
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Pakistan,1287.4423,0.84,5081757
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Pakistan,1061.6314,0.276,4857818
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Pakistan,1042.3897,0.845,4869895
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Pakistan,1033.5516,0.453,4806848
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Pakistan,943.235,0.606,5123416
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Pakistan,975.4287,1.226,5126778
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Pakistan,968.6521,1.322,5148325
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Pakistan,990.5768,1.418,5242011
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Pakistan,983.2021,0.608,5334157
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Nepal,40.633,0.068,2275482
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Nepal,54.4194,0.148,2524792
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Nepal,52.6287,-0.002,2385709
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Nepal,54.8612,-0.108,2521775
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Nepal,171.4408,0.224,3329735
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Nepal,98.9897,0.354,3437466
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Nepal,100.0794,0.278,2474819
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Nepal,107.9801,-0.322,2679209
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Nepal,235.3946,0.405,2736179
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Nepal,291.4925,0.715,3006018
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Nepal,294.577,0.168,2906846
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Nepal,272.2555,0.534,3058533
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Nepal,241.1881,0.633,3024532
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Nepal,240.8519,0.397,3162321
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Nepal,257.3106,0.456,3036940
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Nepal,277.9064,0.789,3068461
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Nepal,256.8895,0.919,3060072
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Nepal,233.2894,0.602,3088940
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Nepal,314.3596,0.387,3075037
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Nepal,391.4669,1.252,3100067
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Nepal,435.8431,1.282,3341893
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Nepal,449.7361,0.374,3333345
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Nepal,441.4792,0.526,3454140
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Nepal,522.3196,0.341,3452367
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Nepal,542.4494,0.453,3401690
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Nepal,483.6548,0.67,3467931
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Nepal,733.9864,1.192,3623163
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Nepal,854.7952,1.123,3503523
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Nepal,913.542,0.654,3612580
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Nepal,987.8434,0.67,3708643
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Mongolia,830.8057,1.555,276305
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Mongolia,771.7793,1.096,214925
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Mongolia,624.5632,0.835,419016
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Mongolia,600.4882,0.476,512787
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Mongolia,454.6916,1.352,500525
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Mongolia,415.0603,1.293,536015
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Mongolia,397.3005,0.434,465033
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Mongolia,92.4731,1.968,512492
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Mongolia,105.2479,2.153,593002
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Mongolia,130.8107,1.793,592910
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Mongolia,94.6513,1.011,618779
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Mongolia,112.2189,1.718,605959
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Mongolia,102.006,1.815,499135
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Mongolia,106.4126,0.525,734459
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Mongolia,122.5801,1.764,704754
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Mongolia,136.7667,0.966,765032
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Mongolia,119.3909,1.258,787365
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Mongolia,144.4111,2.767,800139
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Mongolia,147.1856,1.8,775843
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Mongolia,151.8175,1.434,765804
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Mongolia,171.8815,0.344,804862
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Mongolia,212.5317,0.796,838550
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Mongolia,221.0523,0.275,902491
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Mongolia,223.9662,1.061,913429
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Mongolia,204.1604,1.913,872999
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Mongolia,199.031,2.172,739989
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Mongolia,161.7688,1.434,782238
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Mongolia,221.6565,2.515,752130
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Mongolia,222.5354,2.235,883969
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Mongolia,226.2104,1.856,722453
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Malaysia,851.8796,0.497,3777258
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Malaysia,923.5832,0.368,3714435
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Malaysia,1009.7922,0.349,3796483
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Malaysia,988.6087,0.167,4008347
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Malaysia,1025.6786,0.308,4087115
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Malaysia,1099.5542,0.431,4186804
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Malaysia,1161.394,0.325,4147323
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Malaysia,1328.7172,0.588,4125164
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Malaysia,1216.2543,1.138,4147848
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Malaysia,581.7395,0.385,4141699
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Malaysia,623.3747,0.361,3987698
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Malaysia,624.9997,0.575,4036989
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Malaysia,675.1433,0.674,4093706
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Malaysia,697.3617,0.693,4126931
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Malaysia,676.8773,0.658,4073779
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Malaysia,727.2631,0.867,4110036
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Malaysia,868.3119,0.605,4212911
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Malaysia,2509.974,0.652,4236170
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Malaysia,1163.3285,0.534,4363992
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Malaysia,857.3917,0.754,4534036
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Malaysia,3621.8487,0.977,4461540
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Malaysia,3180.2683,0.603,4485001
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Malaysia,3397.2312,0.773,4940464
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Malaysia,3367.3332,0.957,4971009
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Malaysia,3262.1564,0.976,5429394
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Malaysia,2846.567,1.13,5472993
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Malaysia,1552.4362,1.577,5312965
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Malaysia,3274.5869,1.109,5408656
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Malaysia,3243.1945,1.172,5393473
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Malaysia,3239.4021,1.428,5240313
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Kuwait,724.8086,0.33,7836264
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Kuwait,245.9102,0.478,6665267
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Kuwait,531.8198,-0.565,8314630
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Kuwait,819.0087,-0.125,7050398
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Kuwait,858.7493,0.952,8156305
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Kuwait,790.4602,0.192,8035615
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Kuwait,1048.5616,0.908,8215422
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Kuwait,1102.6713,0.519,8189366
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Kuwait,679.2543,1.345,8019231
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Kuwait,589.6202,2.075,8392531
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Kuwait,614.3459,1.177,8590220
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Kuwait,593.9654,1.301,8841861
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Kuwait,614.2193,1.631,8979723
